,Total Population,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Hispanic or Latino (of any race),Year
0,3685,168,290,187023,120734,53693,1753,-999999999,2023
