,Total Population,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Hispanic or Latino (of any race),Year
0,9704,2360,2305,337890,174167,144965,13264,3054,2023
