,Total Population,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Hispanic or Latino (of any race),Year
0,10476,111,1483,136212,83702,26224,1686,-999999999,2023
