,Total Population,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Hispanic or Latino (of any race),Year
0,8832,114,48,235416,210795,6137,5918,1192,2023
