,Total Population,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Hispanic or Latino (of any race),Year
0,9500,0,284,197062,165769,14533,4564,-999999999,2023
